time,world_time,pos_x[mm],pos_y[mm],pos_z[mm],thumbPos_x[mm],thumbPos_y[mm],thumbPos_z[mm],indexPos_x[mm],indexPos_y[mm],indexPos_z[mm],middlePos_x[mm],middlePos_y[mm],middlePos_z[mm],upperPalmPos_x[mm],upperPalmPos_y[mm],upperPalmPos_z[mm],sidePalmPos_x[mm],sidePalmPos_y[mm],sidePalmPos_z[mm],thumbPalmPos_x[mm],thumbPalmPos_y[mm],thumbPalmPos_z[mm],Wrist_qx,Wrist_qy,Wrist_qz,Wrist_qw,Wrist_yaw[rad],Wrist_pitch[rad],Wrist_roll[rad],V_SidePalm[N],V_ThumbPalm[N],V_UpperPalm[N],V_Middle[N],V_Index[N],V_Thumb[N]
3.0293233999982476,500267.1822124,-0.14007091522216797,0.12934207916259766,-0.07280707359313965,-0.04075048232032863,0.12344338454306492,-0.17227403282923937,-0.13598943933490482,0.08745016891564816,0.015245315478723542,-0.23081324426277305,0.13061690087590172,-0.18637657225481497,-0.13765692710876465,0.025719404220581055,0.03463029861450195,-0.14650821685791016,0.08866190910339355,-0.027563422918319702,-0.10943412780761719,0.09828805923461914,-0.06005913019180298,-0.00028203635108560443,0.0010552504161928516,-0.00019856291221844596,0.999999383737223,-0.00039772171381682186,0.0021103890943652746,-0.0005644927087771194,10.39,9.19,0.0,0.0,0.18,0.0
3.159629700006917,500267.3125187,-0.156402587890625,0.1525282859802246,-0.017583370208740234,-0.053115662920322215,0.16578027855151944,-0.11556516383279258,-0.14338849897177486,0.13390871970209162,0.06066859184954143,-0.24582045453258594,0.2323427692627611,-0.18172566050372874,-0.14406442642211914,0.051081180572509766,0.0912696123123169,-0.15693902969360352,0.10883808135986328,0.029440969228744507,-0.12618303298950195,0.1239776611328125,-0.006370246410369873,-0.00019569373830858466,0.0010656888478888932,-0.00013505441164165383,0.9999994038855954,-0.0002705263772754604,0.0021313251802345706,-0.00039167599488360694,10.48,9.29,0.0,0.0,0.18,0.0
3.1688342999550514,500267.3217233,-0.15437602996826172,0.14650821685791016,-0.0027418136596679688,-0.03190372501737926,0.11689630567879306,-0.10846352952897931,-0.1465271658773748,0.06088730292197475,0.07916569758634195,-0.2685025899072935,0.17776162233684722,-0.18328588221411257,-0.15428662300109863,0.020772218704223633,0.11238455772399902,-0.1653432846069336,0.09456276893615723,0.049348920583724976,-0.1195073127746582,0.11020898818969727,0.006467103958129883,-0.00021448744503418246,0.0011907228375342557,-0.0002921063701483637,0.9999992254237644,-0.0005847247691927919,0.0023813207747800653,-0.00042967142473309094,11.0,8.88,0.0,0.0,0.18,0.0
3.177856599970255,500267.3307456,-0.14358758926391602,0.13846158981323242,-0.04556775093078613,-0.008158270451308347,0.11524541325458326,-0.12705007910146504,-0.11209386890098649,0.06478202710280545,0.08137490269193026,-0.23147950736956968,0.18155488735049907,-0.18003090610826944,-0.1309514045715332,0.01665949821472168,0.08653849363327026,-0.14513731002807617,0.08684396743774414,0.011455267667770386,-0.10752677917480469,0.10356307029724121,-0.03173947334289551,-0.00024921514841604736,0.0012849024946258586,-0.00016958892657278207,0.9999991290781133,-0.00033981912061157557,0.002569721051070081,-0.0004988673410257977,11.11,9.1,0.0,0.0,0.18,0.0
3.1868743000086397,500267.3397633,-0.16540288925170898,0.14400482177734375,-0.03698468208312988,-0.008519203061108094,0.11123098990634128,-0.09503848587866237,-0.12166189920925774,0.051993106407688394,0.11877402733165288,-0.27076005629123046,0.20784659799688576,-0.20306915506863865,-0.15234947204589844,0.01609325408935547,0.1026540994644165,-0.16745924949645996,0.09226799011230469,0.019885599613189697,-0.12549757957458496,0.10688602924346924,-0.018440186977386475,-0.00037229588349025483,0.0013543343729167379,-0.0001770264027529736,0.999998997917415,-0.0003550621867984517,0.0027085375308382588,-0.0007450733286507921,11.11,9.1,0.0,0.0,0.18,0.0
3.195880799961742,500267.3487698,-0.14764070510864258,0.14495849609375,-0.03166496753692627,0.031401511536799376,0.09789508184943063,-0.0693145466330175,-0.09211588566804263,0.027483769989289364,0.15309002766017432,-0.24597838167883523,0.18329309289366602,-0.17010110230794573,-0.13518333435058594,0.008374452590942383,0.11658668518066406,-0.15106797218322754,0.09194016456604004,0.026144087314605713,-0.1036226749420166,0.10485947132110596,-0.009000301361083984,-0.000484601069357056,0.0014394807899015538,-0.00019846288141567303,0.9999988268339838,-0.00039832210607408045,0.002878769827864858,-0.0009697765391155439,11.11,9.1,0.0,0.0,0.18,0.0
3.204904299986083,500267.3577933,-0.14740228652954102,0.1380443572998047,-0.015348196029663086,-0.017060776420052548,0.12046819083311178,-0.10018018174524912,-0.1302175838270303,0.06817143668957915,0.0825059905546488,-0.290501664138354,0.23802473539014102,-0.2705260498087614,-0.14290213584899902,0.018268823623657227,0.100649893283844,-0.1551806926727295,0.09003281593322754,0.033330172300338745,-0.11160969734191895,0.10339915752410889,-0.0017136335372924805,-0.00030837523574155784,0.0011753919711814664,-0.000240531288925927,0.9999992327512692,-0.0004817884820063167,0.0023506359556761617,-0.0006173171800705374,11.11,9.1,0.0,0.0,0.18,0.0
3.213923499977682,500267.3668125,-0.14519691467285156,0.13488531112670898,-0.02162158489227295,-0.07767939530456403,0.15979182974296124,-0.1627247426197742,-0.18156668522673058,0.12915114874478828,-0.04478818125895623,-0.3347634385425513,0.29900317784048447,-0.4042483618686282,-0.1545250415802002,0.038743019104003906,0.044502317905426025,-0.1614093780517578,0.09629130363464355,0.009734183549880981,-0.11962652206420898,0.10758638381958008,-0.018268823623657227,-0.0001478052879216596,0.0007750917535887109,-0.0003234260923043186,0.9999996363909005,-0.0006470818972791928,0.0015500879560946257,-0.00029611219822308363,11.11,9.1,0.0,0.0,0.18,0.0
3.222927199967671,500267.3758162,-0.14346837997436523,0.1347661018371582,-0.0600665807723999,-0.10417775351445613,0.16489197364011332,-0.2057587450729481,-0.21509004545539057,0.1474373286105557,-0.0882706239806047,-0.3695633712729185,0.32654440815893526,-0.4555366842253078,-0.1615285873413086,0.05131959915161133,0.009000301361083984,-0.16042590141296387,0.10278820991516113,-0.024266541004180908,-0.12472271919250488,0.10801851749420166,-0.05914270877838135,-8.173754212181113e-05,0.0007271856137828632,-0.00030318406159063343,0.9999996862996919,-0.0006064874882493271,0.0014543217209498905,-0.00016391614921683326,11.11,9.1,0.0,0.0,0.18,0.0
3.2319299000082538,500267.3848189,-0.13822317123413086,0.14513731002807617,-0.05862116813659668,-0.03542992009497592,0.14063589776058816,-0.14059305662636468,-0.15298305163669035,0.10456187740903733,0.03840074801374216,-0.31382961659331965,0.2837140838859442,-0.3244995350694946,-0.14021992683410645,0.04225969314575195,0.059388577938079834,-0.1450181007385254,0.10594725608825684,-0.00745430588722229,-0.1093149185180664,0.11228024959564209,-0.045746564865112305,-0.0002754995559015455,0.001106986509232924,-0.0001922012582717264,0.9999993308695458,-0.00038501316093805365,0.002213867442743897,-0.000551425650783665,11.11,9.1,0.0,0.0,0.18,0.0
