time,world_time,pos_x[mm],pos_y[mm],pos_z[mm],thumbPos_x[mm],thumbPos_y[mm],thumbPos_z[mm],indexPos_x[mm],indexPos_y[mm],indexPos_z[mm],middlePos_x[mm],middlePos_y[mm],middlePos_z[mm],upperPalmPos_x[mm],upperPalmPos_y[mm],upperPalmPos_z[mm],sidePalmPos_x[mm],sidePalmPos_y[mm],sidePalmPos_z[mm],thumbPalmPos_x[mm],thumbPalmPos_y[mm],thumbPalmPos_z[mm],Wrist_qx,Wrist_qy,Wrist_qz,Wrist_qw,Wrist_yaw[rad],Wrist_pitch[rad],Wrist_roll[rad],V_SidePalm[N],V_ThumbPalm[N],V_UpperPalm[N],V_Middle[N],V_Index[N],V_Thumb[N],SumForce,SumForcePalm
3.029323399998248,500267.1822124,-0.1400709152221679,0.1293420791625976,-0.0728070735931396,-0.0407504823203286,0.1234433845430649,-0.1722740328292393,-0.1359894393349048,0.0874501689156481,0.0152453154787235,-0.230813244262773,0.1306169008759017,-0.1863765722548149,-0.1376569271087646,0.025719404220581,0.0346302986145019,-0.1465082168579101,0.0886619091033935,-0.0275634229183197,-0.1094341278076171,0.0982880592346191,-0.0600591301918029,-0.0002820363510856,0.0010552504161928,-0.0001985629122184,0.999999383737223,-0.0003977217138168,0.0021103890943652,-0.0005644927087771,10.39,9.19,0.0,0.0,0.1528758173018888,0.0,19.73287581730189,19.58
3.159629700006917,500267.3125187,-0.156402587890625,0.1525282859802246,-0.0175833702087402,-0.0531156629203222,0.1657802785515194,-0.1155651638327925,-0.1433884989717748,0.1339087197020916,0.0606685918495414,-0.2458204545325859,0.2323427692627611,-0.1817256605037287,-0.1440644264221191,0.0510811805725097,0.0912696123123169,-0.1569390296936035,0.1088380813598632,0.0294409692287445,-0.1261830329895019,0.1239776611328125,-0.0063702464103698,-0.0001956937383085,0.0010656888478888,-0.0001350544116416,0.9999994038855954,-0.0002705263772754,0.0021313251802345,-0.0003916759948836,10.48,9.29,0.0,0.0,0.1826869517685765,0.0,19.952686951768577,19.77
3.1688342999550514,500267.3217233,-0.1543760299682617,0.1465082168579101,-0.0027418136596679,-0.0319037250173792,0.116896305678793,-0.1084635295289793,-0.1465271658773748,0.0608873029219747,0.0791656975863419,-0.2685025899072935,0.1777616223368472,-0.1832858822141125,-0.1542866230010986,0.0207722187042236,0.112384557723999,-0.1653432846069336,0.0945627689361572,0.0493489205837249,-0.1195073127746582,0.1102089881896972,0.0064671039581298,-0.0002144874450341,0.0011907228375342,-0.0002921063701483,0.9999992254237644,-0.0005847247691927,0.00238132077478,-0.000429671424733,11.0,8.88,0.0,0.0,0.1837634890735779,0.0,20.06376348907358,19.880000000000003
3.177856599970255,500267.3307456,-0.143587589263916,0.1384615898132324,-0.0455677509307861,-0.0081582704513083,0.1152454132545832,-0.127050079101465,-0.1120938689009864,0.0647820271028054,0.0813749026919302,-0.2314795073695696,0.181554887350499,-0.1800309061082694,-0.1309514045715332,0.0166594982147216,0.0865384936332702,-0.1451373100280761,0.0868439674377441,0.0114552676677703,-0.1075267791748046,0.1035630702972412,-0.0317394733428955,-0.000249215148416,0.0012849024946258,-0.0001695889265727,0.9999991290781132,-0.0003398191206115,0.00256972105107,-0.0004988673410257,11.045084425003076,8.902633489679127,0.0,0.0,0.1847145294374828,0.0,20.132432444119683,19.9477179146822
3.18687430000864,500267.3397633,-0.1654028892517089,0.1440048217773437,-0.0369846820831298,-0.008519203061108,0.1112309899063412,-0.0950384858786623,-0.1216618992092577,0.0519931064076883,0.1187740273316528,-0.2707600562912304,0.2078465979968857,-0.2030691550686386,-0.1523494720458984,0.0160932540893554,0.1026540994644165,-0.1674592494964599,0.0922679901123046,0.0198855996131896,-0.1254975795745849,0.1068860292434692,-0.0184401869773864,-0.0003722958834902,0.0013543343729167,-0.0001770264027529,0.999998997917415,-0.0003550621867984,0.0027085375308382,-0.0007450733286507,11.076510626377198,8.956667519333562,0.0,0.0,0.1855670439951638,0.0,20.218745189705924,20.03317814571076
3.195880799961742,500267.3487698,-0.1476407051086425,0.14495849609375,-0.0316649675369262,0.0314015115367993,0.0978950818494306,-0.0693145466330175,-0.0921158856680426,0.0274837699892893,0.1530900276601743,-0.2459783816788352,0.183293092893666,-0.1701011023079457,-0.1351833343505859,0.0083744525909423,0.116586685180664,-0.1510679721832275,0.09194016456604,0.0261440873146057,-0.1036226749420166,0.1048594713211059,-0.0090003013610839,-0.000484601069357,0.0014394807899015,-0.0001984628814156,0.9999988268339838,-0.000398322106074,0.0028787698278648,-0.0009697765391155,11.096386661846502,9.02130379715545,0.0,0.0,0.186325633402852,0.0,20.304016092404805,20.117690459001953
3.204904299986083,500267.3577933,-0.147402286529541,0.1380443572998047,-0.015348196029663,-0.0170607764200525,0.1204681908331117,-0.1001801817452491,-0.1302175838270303,0.0681714366895791,0.0825059905546488,-0.290501664138354,0.238024735390141,-0.2705260498087614,-0.142902135848999,0.0182688236236572,0.100649893283844,-0.1551806926727295,0.0900328159332275,0.0333301723003387,-0.1116096973419189,0.1033991575241088,-0.0017136335372924,-0.0003083752357415,0.0011753919711814,-0.0002405312889259,0.9999992327512692,-0.0004817884820063,0.0023506359556761,-0.0006173171800705,11.106863605334446,9.07603217456217,0.0,0.0,0.1869975614025408,0.0,20.36989334129916,20.18289577989662
3.213923499977682,500267.3668125,-0.1451969146728515,0.1348853111267089,-0.0216215848922729,-0.077679395304564,0.1597918297429612,-0.1627247426197742,-0.1815666852267305,0.1291511487447882,-0.0447881812589562,-0.3347634385425513,0.2990031778404844,-0.4042483618686282,-0.1545250415802002,0.0387430191040039,0.044502317905426,-0.1614093780517578,0.0962913036346435,0.0097341835498809,-0.1196265220642089,0.10758638381958,-0.0182688236236572,-0.0001478052879216,0.0007750917535887,-0.0003234260923043,0.9999996363909004,-0.0006470818972791,0.0015500879560946,-0.000296112198223,11.109997359159086,9.099973581116403,0.0,0.0,0.1875860355735042,0.0,20.397556975849,20.20997094027549
3.222927199967671,500267.3758162,-0.1434683799743652,0.1347661018371582,-0.0600665807723999,-0.1041777535144561,0.1648919736401133,-0.2057587450729481,-0.2150900454553905,0.1474373286105557,-0.0882706239806047,-0.3695633712729185,0.3265444081589352,-0.4555366842253078,-0.1615285873413086,0.0513195991516113,0.0090003013610839,-0.1604259014129638,0.1027882099151611,-0.0242665410041809,-0.1247227191925048,0.1080185174942016,-0.0591427087783813,-8.173754212181113e-05,0.0007271856137828,-0.0003031840615906,0.999999686299692,-0.0006064874882493,0.0014543217209498,-0.0001639161492168,11.109294057711637,9.099140242148655,0.0,0.0,0.1880955638881293,0.0,20.396529863748423,20.208434299860293
3.2319299000082538,500267.3848189,-0.1382231712341308,0.1451373100280761,-0.0586211681365966,-0.0354299200949759,0.1406358977605881,-0.1405930566263646,-0.1529830516366903,0.1045618774090373,0.0384007480137421,-0.3138296165933196,0.2837140838859442,-0.3244995350694946,-0.1402199268341064,0.0422596931457519,0.0593885779380798,-0.1450181007385254,0.1059472560882568,-0.0074543058872222,-0.1093149185180664,0.112280249595642,-0.0457465648651123,-0.0002754995559015,0.0011069865092329,-0.0001922012582717,0.9999993308695458,-0.000385013160938,0.0022138674427438,-0.0005514256507836,11.107278097496298,9.096565019632786,0.0,0.0,0.1885321373255198,0.0,20.392375254454603,20.203843117129082
3.2415001000044867,500267.3943891,-0.1696348190307617,0.1581907272338867,0.032961368560791,-0.0570675664068875,0.1492371787578661,-0.0603888774625138,-0.1709565571879068,0.105433392303067,0.118372974279593,-0.3415920028422281,0.2982703832254962,-0.2642281123012846,-0.168919563293457,0.0470876693725585,0.1458972692489624,-0.177621841430664,0.1140236854553222,0.0819973647594451,-0.1378655433654785,0.1248866319656372,0.044696033000946,-0.0002607068706313,0.0011164651288284,-0.0002276736044255,0.9999993168509036,-0.0004559301903445,0.0022328118753477,-0.000521923089045,11.104036727841494,9.092150140974466,0.0,0.0,0.1889218445307169,0.0,20.38510871334668,20.19618686881596
3.250565800000913,500267.4034548,-0.1580715179443359,0.1379847526550293,0.0106990337371826,-0.0286020262438846,0.1140500563559521,-0.0719899852656691,-0.1488318838930302,0.0619324503322582,0.1225504964486867,-0.3246614906620149,0.2601505736242737,-0.2640719302670347,-0.156491994857788,0.0182390213012695,0.1347213983535766,-0.1660585403442382,0.0909566879272461,0.0635050237178802,-0.1231729984283447,0.1019239425659179,0.0248104333877563,-0.000313226912021,0.0012173633494397,-0.0002357541307142,0.9999991821673492,-0.000472271914914,0.0024345794236335,-0.0006270292079273,11.100245274603784,9.086568820727075,0.0,0.0,0.1892255865680302,0.0,20.37603968189889,20.18681409533086
3.25958879996324,500267.4124778,-0.1618266105651855,0.1478791236877441,-0.0239312648773193,-0.0195182065410026,0.1232750289591466,-0.0883645251283787,-0.140731600215882,0.0690268782030933,0.1124974885413493,-0.3176811715830396,0.2672113818272814,-0.2756419006231386,-0.1566708087921142,0.0274479389190673,0.1069381833076477,-0.1674890518188476,0.1015663146972656,0.0292360782623291,-0.124901533126831,0.1114755868911743,-0.0060945749282836,-0.0003887148775189,0.0012633614718434,-0.000204209236696,0.9999991055581616,-0.0004094016010344,0.0025265646134087,-0.0007779476013291,11.096087463292257,9.079850727279364,0.0,0.0,0.1894698035907621,0.0,20.365407994162386,20.17593819057162
3.268608399957884,500267.4214974,-0.1932382583618164,0.1611113548278808,-0.0285655260086059,-0.0534398549898451,0.1400093068172347,-0.0783202977325953,-0.1836350744643944,0.0873480770234857,0.1241988027514406,-0.3608815907417684,0.2912379303779966,-0.2659741164640211,-0.1923441886901855,0.0471174716949462,0.106804072856903,-0.1991689205169677,0.1203119754791259,0.0252090394496917,-0.1579821109771728,0.124409794807434,-0.0082030892372131,-0.0004524330082923,0.0012564241710759,-0.0001859295086211,0.9999990910660336,-0.0003729967608994,0.0025126804608385,-0.0009053353883966,11.091853288290611,9.072159842512152,0.0,0.0,0.1896609948681207,0.0,20.353674125670885,20.164013130802765
