time,world_time,pos_x[mm],pos_y[mm],pos_z[mm],thumbPos_x[mm],thumbPos_y[mm],thumbPos_z[mm],indexPos_x[mm],indexPos_y[mm],indexPos_z[mm],middlePos_x[mm],middlePos_y[mm],middlePos_z[mm],upperPalmPos_x[mm],upperPalmPos_y[mm],upperPalmPos_z[mm],sidePalmPos_x[mm],sidePalmPos_y[mm],sidePalmPos_z[mm],thumbPalmPos_x[mm],thumbPalmPos_y[mm],thumbPalmPos_z[mm],Wrist_qx,Wrist_qy,Wrist_qz,Wrist_qw,Wrist_yaw[rad],Wrist_pitch[rad],Wrist_roll[rad],V_SidePalm[N],V_ThumbPalm[N],V_UpperPalm[N],V_Middle[N],V_Index[N],V_Thumb[N],SumForce
3.0302605000324547,500611.3615791,-0.269174575805664,0.6185173988342285,-0.0434070825576782,0.0906970913732152,0.4079375194726009,0.0418705872676228,0.4528372767161892,-0.132312789208111,1.2945940017243809,0.2735223276146836,-0.0204051138930072,1.402295982531776,-0.163346529006958,0.5276799201965332,0.3236010670661926,-0.1812577247619629,0.5293488502502441,0.1838132739067077,-0.2513825893402099,0.5842447280883789,-0.0715404748916626,0.0018698993289902,0.0027087907974405,0.0007843643842336,0.999994275334328,0.0015788739211248,0.0054146436742116,0.0037440902395458,3.3,0.0,0.0,0.0,0.19,0.0,3.4899999999999998
3.1555530999903567,500611.4868717,-0.2667903900146484,0.6480813026428223,0.0227093696594238,0.004464103429469,0.4749481448947379,0.0402860757541118,0.4091473532992218,-0.0254911864109308,1.2535239809713938,0.2389329501806258,0.1048818511545368,1.3576779966420482,-0.161677598953247,0.5910396575927734,0.3587007522583008,-0.1728534698486328,0.5657970905303955,0.2487823367118835,-0.2663135528564453,0.6210207939147949,-0.0231564044952392,0.0023171598437899,0.0023998258152512,0.0008941048877123,0.999994036073598,0.0017993423311369,0.0047954978180118,0.0046386534126658,3.52,0.0,0.0,0.0,0.19,0.0,3.71
3.164605900004972,500611.4959245,-0.2900362014770508,0.6808042526245117,0.0760406255722045,-0.0150672886487512,0.5078734247835337,0.098341990603018,0.3810161030383119,-0.0082385643888072,1.289887716217561,0.2065511100297623,0.1218854677956793,1.3885527334303038,-0.1922845840454101,0.6185173988342285,0.3992170095443725,-0.2031326293945312,0.5990862846374512,0.2938583493232727,-0.2879500389099121,0.6527900695800781,0.0315085053443908,0.0022178412054304,0.002330054622277,0.0008056997621205,0.999994501421752,0.0016217443393149,0.0046565266203947,0.0044394753835634,4.36,0.94,0.0,0.0,0.19,0.0,5.490000000000001
3.173623499984388,500611.5049421,-0.2921223640441894,0.684201717376709,0.0538080930709838,0.0648017933583267,0.4677151589537742,0.1382045615291594,0.4128541238527239,-0.096188841953726,1.3807527261729955,0.2263351249549572,0.0300738346812323,1.4835151440934224,-0.1990199089050293,0.588536262512207,0.4173144698143005,-0.2116262912750244,0.5943179130554199,0.2835094928741455,-0.2765655517578125,0.6464123725891113,0.0210404396057128,0.0019388850039151,0.002690473067407,0.0006989805999698,0.9999942567363757,0.0014084070417576,0.0053782306724588,0.0038815747984704,4.49,1.06,0.0,0.0,0.19,0.0,5.740000000000001
3.1826583000365645,500611.5139769,-0.3049373626708984,0.6529092788696289,-0.0291913747787475,0.0016056306607614,0.4468982887155248,0.0049660882861374,0.3783599968396611,-0.0744562213320643,1.2467214529414683,0.2033556014259252,0.0525770195153318,1.3589981143201646,-0.2064406871795654,0.5760490894317627,0.3276094794273376,-0.2165138721466064,0.5646347999572754,0.2064481377601623,-0.2989470958709717,0.6191432476043701,-0.0727251172065734,0.0022565725193505,0.0025904304795535,0.0008077872323251,0.9999937724957004,0.0016272779185851,0.0051772061621452,0.0045173778708675,4.49,1.06,0.0,0.0,0.19,0.0,5.740000000000001
3.191684100020211,500611.5230027,-0.2945065498352051,0.6459355354309082,-0.0903159379959106,0.0161862406081736,0.4404175769078255,-0.0505523776872518,0.3959774862833942,-0.0713586612762773,1.208856041543596,0.2241606098304371,0.0544741478296639,1.325365964130909,-0.189751386642456,0.5721151828765869,0.2788826823234558,-0.2005696296691894,0.5575120449066162,0.1513436436653137,-0.2886056900024414,0.6127357482910156,-0.1329407095909118,0.002287764081811,0.0026639468884305,0.0008786784092992,0.9999934487019077,0.0017695602708756,0.0053238636039056,0.0045802606178864,4.49,1.06,0.0,0.0,0.19,0.0,5.740000000000001
3.201812900020741,500611.5331315,-0.2802610397338867,0.7172822952270508,-0.0183135271072387,0.0562248147651933,0.495447451406672,0.0116535336807666,0.4459511436872843,-0.0193963631525129,1.293000152957871,0.2714640182683858,0.0976200332348797,1.4133484703447996,-0.1610517501831054,0.630497932434082,0.3613978624343872,-0.1806318759918213,0.6184577941894531,0.2291798591613769,-0.2688169479370117,0.6838440895080566,-0.0614896416664123,0.0023528845520805,0.0027883519007068,0.0008883533127122,0.9999929499033252,0.0017898441851769,0.0055725129399436,0.0047107805757292,4.49,1.06,0.0,0.0,0.19,0.0,5.740000000000001
3.210852599993814,500611.5421712,-0.3097653388977051,0.7354617118835449,0.0040978193283081,0.0183500230452882,0.5033675905030122,0.0132697819345412,0.4078788048379467,-0.0126049363291524,1.2888499243093738,0.232769529629917,0.1042992489023175,1.4119479131377983,-0.1949965953826904,0.6440281867980957,0.3776699304580688,-0.2137422561645507,0.6337463855743408,0.2521276473999023,-0.2992153167724609,0.7005631923675537,-0.0434592366218566,0.0024336165872974,0.0027613171431581,0.0008302729299268,0.9999928816170658,0.0016740002862424,0.0055185818532672,0.0048718772793895,4.49,1.06,0.0,0.0,0.19,0.0,5.740000000000001
3.21987299999455,500611.5511916,-0.337839126586914,0.7174015045166016,-0.0211000442504882,-0.0298021504057111,0.5146347806216367,-0.0057758475624225,0.3714103098398924,0.0172700494325273,1.2495921245695012,0.202650855385067,0.1298678875296666,1.369979423339038,-0.2200901508331298,0.6434023380279541,0.3410130739212036,-0.2379417419433593,0.623553991317749,0.2191662788391113,-0.331193208694458,0.6873905658721924,-0.0670403242111206,0.0023973421982542,0.0026334988039968,0.000911440784925,0.9999932433322384,0.001835522497002,0.0052626162411704,0.0047995374450011,4.49,1.06,0.0,0.0,0.19,0.0,5.740000000000001
3.2288764000404626,500611.560195,-0.3417134284973144,0.6873011589050293,-0.0682026147842407,0.0671721407273784,0.4515375790733467,0.0352312940130744,0.4358011578672327,-0.080838770815883,1.383380492966393,0.2574140716010697,0.0307751700915348,1.5063457050924351,-0.2078711986541748,0.5876123905181885,0.3621354699134826,-0.2327561378479004,0.5851984024047852,0.1939907670021057,-0.3194808959960937,0.6507039070129395,-0.0966116786003112,0.0021111126612618,0.0031630441192865,0.0009954391245117,0.9999922736982424,0.0020042593448463,0.006321878503132,0.0042285870375549,4.49,1.06,0.0,0.0,0.19,0.0,5.740000000000001
