time,world_time,pos_x[mm],pos_y[mm],pos_z[mm],thumbPos_x[mm],thumbPos_y[mm],thumbPos_z[mm],indexPos_x[mm],indexPos_y[mm],indexPos_z[mm],middlePos_x[mm],middlePos_y[mm],middlePos_z[mm],upperPalmPos_x[mm],upperPalmPos_y[mm],upperPalmPos_z[mm],sidePalmPos_x[mm],sidePalmPos_y[mm],sidePalmPos_z[mm],thumbPalmPos_x[mm],thumbPalmPos_y[mm],thumbPalmPos_z[mm],Wrist_qx,Wrist_qy,Wrist_qz,Wrist_qw,Wrist_yaw[rad],Wrist_pitch[rad],Wrist_roll[rad],V_SidePalm[N],V_ThumbPalm[N],V_UpperPalm[N],V_Middle[N],V_Index[N],V_Thumb[N],SumForce
3.0308822999941185,498735.4276612,-0.0485777854919433,0.1674890518188476,-0.1791343092918396,-0.0040383333071991,-0.0146331565278323,-0.03806792102512,-0.0334177126759538,0.2419760478377108,0.0475352538110152,0.0284177687542852,0.1188208452521655,0.0751021508450175,0.0104010105133056,0.0993013381958007,0.0205934047698974,-0.0042319297790527,0.112086534500122,-0.1072362065315246,-0.0360012054443359,0.1520812511444091,-0.1381263136863708,-0.0003201823456991,0.0012949008306701,0.0008839859129771,0.9999987196411853,0.0017671472020639,0.0025903673157255,-0.0006380767073605,0.0,2.01,0.0,0.0,0.22,0.0,2.23
3.160368099983316,498735.557147,-0.111699104309082,0.1565814018249511,-0.1475885510444641,-0.1317573517367609,-0.0294357252476062,-0.0898006666865264,-0.1421540005867028,0.2709503252785739,0.0060338649141358,-0.0792589778029206,0.1259886160294154,0.0452910597869282,-0.0617504119873046,0.0854730606079101,0.0501945614814758,-0.0770092010498046,0.0942051410675048,-0.063132494688034,-0.1042783260345459,0.1434981822967529,-0.1226477324962616,7.714551047794878e-05,0.0013125343158144,0.000815852564288,0.9999988028427002,0.0016319120339575,0.0026249426247334,0.0001564330447946,0.0,1.85,0.0,0.0,0.23,0.0,2.08
3.170586300024297,498735.5673652,-0.1006722450256347,0.1406669616699218,-0.0088214874267578,-0.1272262379350408,0.0549361364994283,0.0316437456026399,-0.103470086307178,0.3771599583485274,0.0857379014506942,-0.0141022788613387,0.2211943861120113,0.0985895568251966,-0.0199079513549804,0.1017153263092041,0.1486390829086303,-0.050365924835205,0.0886321067810058,0.0566579401493072,-0.0943243503570556,0.1448988914489746,0.0131428241729736,0.0001442925509964,0.0008975500457853,0.0009345241639672,0.99999915012372,0.0018693098586149,0.0017948298398546,0.0002902628927479,0.0,0.0,0.0,0.0,0.21,0.0,0.21
3.179594499990344,498735.5763734,-0.0578165054321289,0.1848936080932617,-0.0049620866775512,-0.0360820432395714,0.0085186243198309,0.112347726667128,-0.0396562512903209,0.313371149290087,0.2071090406461986,0.0238719727941871,0.17025305512397,0.2223469179105999,0.007718801498413,0.1184046268463134,0.1969262957572937,-0.0107288360595703,0.1267492771148681,0.0702366232872009,-0.0460743904113769,0.1725256443023681,0.0335052609443664,-0.000222712890028,0.0012882882736331,0.0009345698067607,0.9999987086449508,0.0018685706548378,0.0025769923537289,-0.0004430186997171,0.0,0.0,0.0,0.0,0.21,0.0,0.21
3.188598999986425,498735.5853779,-0.0787973403930664,0.1798868179321289,-0.037163496017456,-0.0802335833105516,0.0320843724231911,0.0452854747269165,-0.0763165738056903,0.3622279954027529,0.1192940185388916,-0.0073651754778358,0.2057072661765246,0.1277107244894645,-0.0121295452117919,0.1247525215148925,0.1418665051460266,-0.0329315662384033,0.1267790794372558,0.0309757888317108,-0.0690221786499023,0.172734260559082,-0.0047534704208374,-0.0001227549356859,0.0011109319132879,0.0008879012402677,0.9999989811959298,0.0017755332429624,0.0022220813800925,-0.0002435374292559,0.0,0.0,0.0,0.0,0.21,0.0,0.21
3.1976212000008672,498735.5944001,-0.1019835472106933,0.1796483993530273,-0.0600367784500122,-0.1317135580568562,0.0791569910714162,-0.0221738489642742,-0.1150533605662751,0.4184266952853566,0.0284640516991299,-0.0334995579004404,0.255473861400568,0.0357023040111238,-0.029534101486206,0.139087438583374,0.0934451818466186,-0.0558793544769287,0.1302361488342285,0.002589076757431,-0.0953376293182373,0.1809895038604736,-0.037211924791336,8.075547783285841e-05,0.0008966610924603,0.0008674352620218,0.9999992185164468,0.0017350176488168,0.0017931816441666,0.00016306668324,0.0,0.0,0.0,0.0,0.21,0.0,0.21
3.206630199973006,498735.6034091,-0.112771987915039,0.1665949821472168,-0.0466853380203247,-0.1913969518677616,0.0384379895286279,-0.0772991922234761,-0.185242936233676,0.3768464438216323,-0.0159942740111176,-0.1047240614482358,0.2133421017957992,0.0231417327446817,-0.0597536563873291,0.1149773597717285,0.1128241419792175,-0.0817775726318359,0.1084208488464355,0.032566487789154,-0.1111924648284912,0.1653432846069336,-0.0396966934204101,0.0004600245029893,0.0010112308038786,0.0007463044890453,0.9999991044092628,0.0014935416309629,0.002021774537114,0.0009215595680803,0.0,0.0,0.0,0.0,0.21,0.0,0.21
3.2156456999946386,498735.6124246,-0.0721216201782226,0.1666545867919922,-0.0579282641410827,-0.1250315595733298,0.0763940796931761,-0.05446640570924,-0.1042614009334474,0.4223478562476179,-0.0073786167092484,-0.0159423149131976,0.2563503074280993,0.0083405717513015,2.9802322387695312e-05,0.1282393932342529,0.0908151268959045,-0.0285208225250244,0.1149177551269531,0.0087842345237731,-0.0680088996887207,0.1710951328277588,-0.0429116189479827,0.000276793259264,0.000861762015405,0.0008540730005595,0.9999992256552154,0.0017086251059889,0.0017230507455044,0.0005550589576612,0.0,0.0,0.0,0.0,0.21,0.0,0.21
3.224657399987336,498735.6214363,-0.0568628311157226,0.1720190048217773,-0.0397711992263793,-0.1094418318766665,0.0126796708145304,-0.0304994124101509,-0.1088991574611508,0.3450330894899656,0.0495922910796128,-0.0373678802827459,0.1893753091510852,0.0831981808123091,-0.0035464763641357,0.1106858253479003,0.1404136419296264,-0.0231564044952392,0.1108348369598388,0.0431984663009643,-0.0524818897247314,0.1654624938964843,-0.024154782295227,0.0002888077227209,0.0011670831253005,0.0007974852701656,0.9999989592616194,0.0015956480278244,0.0023337052998312,0.000579477917899,0.0,0.0,0.0,0.0,0.21,0.0,0.21
3.233659600024112,498735.6304385,-0.0320672988891601,0.2090930938720703,-0.0559240579605102,-0.0046960501586257,0.0441076718854516,0.057994909444789,0.0022192804643994,0.3744688340725499,0.1420859893008705,0.0648495480565225,0.2260987960970295,0.1356590789151346,0.0371932983398437,0.1463294029235839,0.1330897212028503,0.0165700912475585,0.1538395881652832,0.0111795961856842,-0.0188052654266357,0.1981556415557861,-0.0163502991199493,-0.0002717514789845,0.0012027683973789,0.0009285086228463,0.999998808684817,0.0018563677647043,0.0024060408976294,-0.000541270341974,0.0,0.0,0.0,0.0,0.21,0.0,0.21
